ts,client_msg_id,channel_id,thread_ts,latest_reply,team,type,user,text,subscribed,reply_count,reply_users,blocks,reply_users_count
2020-07-09 08:51:49,6621cf72-9e8f-4c05-b7e4-e632713a8f3f,C0170U650CQ,1594284709.0616,,T7GMC60JX,message,U017A84463S,<@URQJZJKKK> you should be able to specify tables you already added to your Table View/List\nhave you tried typing in the table name?,,,,"[{""type"": ""rich_text""}]",
2020-07-30 18:19:56,d0689f44-b397-4dfd-beb1-192afbd7ad76,CH307T4JG,1596133196.0923,,T7GMC60JX,message,UM4AW481K,Same here,,,,"[{""type"": ""rich_text""}]",
2020-07-09 14:38:42,94a1889e-5fdf-4a74-b643-f541a5645c24,C015WAZL0KH,1594305522.0092,,T7GMC60JX,message,UFG3USN8K,"I see, on that case filesystem cache should be ok. But please try Redis, should not be too hard",,,,"[{""type"": ""rich_text""}]",
2020-08-31 16:47:57,,C7G8CG0LR,1598892477.0078,1599252212.0803,,message,U012T0EEX3K,"Hello All! Quick question:\n\nwhile following this article: <https://preset.io/blog/2020-07-02-hello-world/>\nI noticed that i always get a 405 Error, not sure why. I pulled master on friday, so i have somewhat the latest and greatest.\nAny insight would be awesome!",,9,"[""U014D0Q95K5"", ""UHK31ESN4"", ""UMTM37Q64"", ""U012T0EEX3K"", ""U010L66PJ6N""]","[{""type"": ""rich_text""}]",5
2020-08-31 16:59:18,050313ab-6893-4482-853b-dcec51fda3f9,C7G8CG0LR,1598893158.0081,,T7GMC60JX,message,U014D0Q95K5,cc <@UHK31ESN4>,,,,"[{""type"": ""rich_text""}]",
2020-08-31 17:06:35,38783672-521c-4316-8e0f-71e99ccdf38c,C7G8CG0LR,1598893595.0085,,T7GMC60JX,message,UMTM37Q64,My guess would be something changed on an HTTP endpoint that disallowed a previously-allowed HTTP verb.,,,,"[{""type"": ""rich_text""}]",
2020-08-11 23:17:15,dc34a43b-358c-4897-b11a-e40eabf16601,C0188FT3V2S,1597187835.0147,1597276655.0158,T7GMC60JX,message,U018KSRTZHP,"Hey everyone! We met with AirBnB today in discussion of SIP-45. Here is the summary:\n\n*Identified UX problems:*\n\u2022 When filters are not applied properly, dashboard consumers need to be alerted to the fact that they can not trust the data being presented.\n\u2022 When filters are not applied properly, dashboard creators need to know a chart is incompatible so they can remove it from the filter scope.\n\u2022 Filter scopes are often over-applied because Dashboard creators currently find it a hassle to apply filter scopes\n*Technical Considerations:*\n\u2022 SIP-45 option #1 has possible performance concerns with checking filter eligibility up front.\n*Action Item(s):*\n\u2022 Preset design team will propose an alternative design for strategy #2 from SIP-45\n\u2022 AirBnB to investigate performance of validating filter eligibility (how long for many filters / complex data)\nLet me know if I should add anything.",,4,"[""U7GN832GK"", ""U018KSRTZHP""]","[{""type"": ""rich_text""}]",2
2020-08-12 21:56:28,7d012605-961f-40de-9fbc-fc96e5a6179b,C0188FT3V2S,1597269388.0151,,T7GMC60JX,message,U7GN832GK,thanks for summary. We agreed strategy #2 from SIP-45 is feasible solution.,,,,"[{""type"": ""rich_text""}]",
2020-08-12 21:58:10,b8f61448-2d5c-4efe-957f-002ac59968eb,C0188FT3V2S,1597269490.0153,,T7GMC60JX,message,U7GN832GK,"is `investigate performance of validating filter eligibility` still necessary? to me it is obviously depends on the number of charts, number of filter_fields and number of datasources in the dashboard.",,,,"[{""type"": ""rich_text""}]",
2020-08-12 23:52:06,762859b2-fb22-47f0-884e-2ec897a0025c,C0188FT3V2S,1597276326.0156,,T7GMC60JX,message,U018KSRTZHP,"It could reveal some interesting insights, but strictly speaking, it's not necessary for P0.",,,,"[{""type"": ""rich_text""}]",
2020-08-12 23:57:35,1ac81f9a-ebb0-4471-b624-c48a8fff29da,C0188FT3V2S,1597276655.0158,,T7GMC60JX,message,U7GN832GK,<@U7GVABM35>,,,,"[{""type"": ""rich_text""}]",
2020-08-31 17:30:53,,C7G8CG0LR,1598895053.0089,,,message,U012T0EEX3K,Network Tab,,,,"[{""type"": ""rich_text""}]",
2020-07-08 18:39:40,2dee18bb-7d7a-4113-b1d5-cf0dcfdf96f0,C015WAZL0KH,1594233580.0052,,T7GMC60JX,message,U01690HA6E8,"Hi,\nHi, thanks for the help :slightly_smiling_face:\nI will try it with redis, but I tried to avoid that to get one part of it running after the next. :slightly_smiling_face:\nAs it is just for a couple of users atm (prototyping) and only running on a single host, I assumed that setting up a filesystem cache or inmemory cache would be the easiest solution as there are no dependencies (fully isolated system, so its a bit annoying to get any dependencies there ^^).\nI'll report later back how it worked out :smile:",,,,"[{""type"": ""rich_text""}]",
2020-08-23 07:43:35,e83bddba-52a7-407c-9c1d-add4e3276dc1,C014LS99C1K,1598168615.005,1598325712.0066,T7GMC60JX,message,U010L66PJ6N,"Hi <!here>, when working on a PR that includes a migration over time the migration you created is conflicting with another migration that also uses the same down revision when merging master back into my branch\nHow should I fix it? should I manually change the down revision the latest revision?\nIs there some alembic command I can run? a merge? what is the command exactly?\nwhen I try using alembic CLI is it missing some context/parameters..",,5,"[""UKQ7FMSE4"", ""U010L66PJ6N""]","[{""type"": ""rich_text""}]",2
2020-08-24 17:08:18,cc7657db-abc0-456b-86ff-44c58eebe3ac,C014LS99C1K,1598288898.0055,,T7GMC60JX,message,UKQ7FMSE4,You can tweak your new migration manually to point at the new \u201clatest\u201d migration that landed in master before yours,,,,"[{""type"": ""rich_text""}]",
2020-08-24 17:08:48,190f7203-dc0e-41bf-95b5-1bce8f2e1222,C014LS99C1K,1598288928.0057,,T7GMC60JX,message,UKQ7FMSE4,"in the migration.py that you created, you\u2019ll see fields for down_revision and id",,,,"[{""type"": ""rich_text""}]",
2020-08-28 07:09:42,7465ec2f-d402-4748-9539-e3150d182dd7,C0170U650CQ,1598598582.027,1598914504.0144,T7GMC60JX,message,URQJZJKKK,"Hi all, I'm trying to get scheduled slack notifications to work (I am using firefox and geckodriver in the config) and I am continuously getting\n```Task email_reports.send[ea45abef-b657-4e74-ace5-7a008d2bc38c] raised unexpected: WebDriverException('connection refused', None, None)\n...\nselenium selenium.common.exceptions.WebDriverException: Message: connection refused```\nI have a feeling it might be to do with `WEBDRIVER_BASEURL=<http://mysite.com>` or possibly the google oauth? How does it authenticate to through the headless browser to send? :thinking_face:",,8,"[""U014D0Q95K5"", ""UM4AW481K"", ""URQJZJKKK"", ""U0131V7SMEE""]","[{""type"": ""rich_text""}]",4
2020-07-29 17:17:50,d23973d3-4b60-4acf-ac2b-b49487320665,CK1P3L23E,1596043070.0843,,T7GMC60JX,message,UHK31ESN4,Awesome! A handful of PPMC members are having a discussion of where these should live. Please don't think we've forgotten about your PR :slightly_smiling_face:,,,,"[{""type"": ""rich_text""}]",
2020-08-28 15:55:40,fa9f1a74-3aa6-4a44-b131-bb0fbcaec700,C0170U650CQ,1598630140.0285,,T7GMC60JX,message,UM4AW481K,there are some answers on how to set it up here: <https://github.com/apache/incubator-superset/issues/8201>,,,,"[{""type"": ""rich_text""}]",
2020-07-08 16:38:43,bad6aa59-dbb4-4a6a-8d1e-54c75c86c0dc,C015WAZL0KH,1594226323.0048,1594379094.013,T7GMC60JX,message,UFG3USN8K,"<@U01690HA6E8> I don't advise using a filesystem cache if this is a production system. You need to setup a result's cache and would advise to use celery workers also\nHere's an example for setting up celery and a results cache:\n```from werkzeug.contrib.cache import RedisCache\n\n...\n\nclass CeleryConfig(object):\n    BROKER_URL = ""<redis://localhost:6379/0>""\n    CELERY_IMPORTS = (""superset.sql_lab"", ""superset.tasks"")\n    CELERY_RESULT_BACKEND = ""<redis://localhost:6379/0>""\n    CELERYD_PREFETCH_MULTIPLIER = 10\n    CELERY_ACKS_LATE = True\n\nCELERY_CONFIG = CeleryConfig\n\nRESULTS_BACKEND = RedisCache(host='localhost', port=6379, key_prefix='superset_results')```",,4,"[""U01690HA6E8"", ""UFG3USN8K""]","[{""type"": ""rich_text""}]",2
2020-07-29 17:35:51,e52e4f4b-7c47-4a22-9744-a9a34e2416fb,CK1P3L23E,1596044151.0846,,T7GMC60JX,message,U010L66PJ6N,"There is going to be only waterfall and bar in our pack for now.\nNext future batch we will release a remake  of the following: Line ,Area, Pie , Bubble and also table/pivotTable",,,,"[{""type"": ""rich_text""}]",
2020-07-09 09:00:33,542f1ef7-e839-4800-99ea-26c43099a757,C0170U650CQ,1594285233.0672,,T7GMC60JX,message,URQJZJKKK,"Yep I have, it works to grant access to the table for charts + dashboards but not in sqllab. I get an error like\n```You need access to the following tables: ``demo`.`jobs``, `all_database_access` or `all_datasource_access` permission```\nEven though one of the users role has\n```datasource access on [Database].[jobs]```\nI wonder if its a bug because I use schemas...? demo is the schema",,,,"[{""type"": ""rich_text""}]",
2020-08-24 19:02:57,d67a753b-3ee2-4e05-93bf-7dc1354d3c32,C014LS99C1K,1598295777.0063,,T7GMC60JX,message,U010L66PJ6N,"yep . that is what I\u2019m doing, I thought there is another way of doing this",,,,"[{""type"": ""rich_text""}]",
2020-09-01 17:10:09,,C0188FT3V2S,1598980209.0002,,,message,UDEPRAKFT,<@UDEPRAKFT> has joined the channel,,,,,
2020-08-27 15:34:00,de9e248d-3002-49d8-bb28-ba3459d99de7,C015WAZL0KH,1598542440.0085,1598562977.0094,T7GMC60JX,message,UT8PHBRD0,"Hi all, is the `helm/superset`  chart on the github repo published anywhere?",,3,"[""U015ZU8GRDH"", ""UT8PHBRD0""]","[{""type"": ""rich_text""}]",2
2020-07-09 21:58:33,e3df0631-bb20-46b6-970a-0762af613480,C015WAZL0KH,1594331913.0096,,T7GMC60JX,message,U01690HA6E8,"<@UFG3USN8K> I tried the settings above but the cache seems not to be used by the celery worker. (If I disable the sync setting in the frontend the query runs through, otherwise never finish and is according to the hive logs also never send)\n\nMy current config is <https://gist.github.com/0xBADBAC0N/571dcdfc67a747a430116404df5521d2> (maybe you also see something else what is wrong?)\n\nI started superset via\n```export SUPERSET_CONFIG_PATH=/etc/superset/config.py\n. /opt/venvs/apache-superset/bin/activate\n(apache-superset) root@aw-superset:~# /opt/venvs/apache-superset/bin/superset run -p 8088 --with-threads --reload --debugger```\nAs I was not sure if Superset has its own celery workers I tried also with this additionally:\n```. /opt/venvs/apache-superset/bin/activate\n(apache-superset) root@aw-superset:~# celery worker --app=superset.tasks.celery_app:app --pool=prefork -O fair -c 4```\nThe issue here is that the celery worker returns that is uses sqlite as backend and not the redis one in the config\n``` -------------- celery@aw-superset.analytics.ig.local v4.4.6 (cliffs)\n--- ***** ----- \n-- ******* ---- Linux-5.4.0-0.bpo.3-amd64-x86_64-with-debian-10.4 2020-07-09 21:52:45\n- *** --- * --- \n- ** ---------- [config]\n- ** ---------- .&gt; app:         __main__:0x7f13190d9780\n- ** ---------- .&gt; transport:   sqla+sqlite:///celerydb.sqlite\n- ** ---------- .&gt; results:     sqlite:///celery_results.sqlite\n- *** --- * --- .&gt; concurrency: 4 (prefork)\n-- ******* ---- .&gt; task events: OFF (enable -E to monitor tasks in this worker)\n--- ***** ----- \n -------------- [queues]\n                .&gt; celery           exchange=celery(direct) key=celery```",,,,"[{""type"": ""rich_text""}]",
2020-09-16 12:20:40,184a30fa-969c-4eb7-9fbf-9e191fc51cb0,C015WAZL0KH,1600258840.0201,1602332849.0169,T7GMC60JX,message,USYQDGSB1,Hi\n\nI want to enable scheduled email reports in superset (set up with docker). I installed geckodriver and firefox-esr but yet it doesn't work. It gives timeout (5min but the page itself loads less than 30s) or various other errors. Does anyone knows how to handle this or have a working config of superset inside docker which supports scheduled email reports?\n\nSome of the errors:\n```NoSuchWindowException: Browsing context has been discarded```\n```Failed to decode response from marionette```\n```selenium.common.exceptions.InvalidSessionIdException: Message: Tried to run command without establishing a connection```\n```selenium.common.exceptions.TimeoutException: Message: Timeout loading page after 300000ms```\n,,7,"[""USYQDGSB1"", ""U0131V7SMEE""]","[{""type"": ""rich_text""}]",2
2020-08-31 17:30:37,b5cbc35e-1d09-42a3-9834-bd987bbffd46,C7G8CG0LR,1598895037.0087,,T7GMC60JX,message,U012T0EEX3K,would it matter if i took an existing chart and just edited it to be the custom plugin?,,,,"[{""type"": ""rich_text""}]",
2020-08-31 17:31:07,ccdba488-b1a2-417e-9135-7b071924897c,C7G8CG0LR,1598895067.0093,,T7GMC60JX,message,U012T0EEX3K,"i can switch it back to Table, and it works",,,,"[{""type"": ""rich_text""}]",
2020-09-24 09:32:49,e55b0dd7-e64e-4ff6-8e2d-8560009db9e8,C015WAR4SDV,1600939969.0017,1600953690.0019,T7GMC60JX,message,U01AQ930Y3W,"Hi Everyone, My name is Ian, I run Spend Network, an open data company committed to publishing and analysing public contracting data. We use Superset to make custom dashboards for our clients and the world at large.",,1,"[""U014D0Q95K5""]","[{""type"": ""rich_text""}]",1
2020-09-24 13:21:30,72dc4f0e-8551-4ef2-afe0-0a33d01282ce,C015WAR4SDV,1600953690.0019,,T7GMC60JX,message,U014D0Q95K5,welcome Ian! :wave: glad to have you in the community!,,,,"[{""type"": ""rich_text""}]",
2020-10-21 12:52:25,,C016B3LG5B4,1603284745.0303,1603456799.0338,,message,U01D7A7PRNG,"Hello folks,\n\nTrying to evaluate superset(where metabase falters) and trying to get my head around doing simple visualizations using treemap. There isn't a guide on how to create this, thought it'd be intuitive, its error out. Can someone help me out if you've seen this type of error already?\n\nThanks",,7,"[""U017A55PE9E"", ""U01D7A7PRNG"", ""UH0UPCJVD""]","[{""type"": ""rich_text""}]",3
2020-08-24 17:09:23,21cb435e-2d7c-4d03-baff-d3d97b9d4874,C014LS99C1K,1598288963.0061,,T7GMC60JX,message,UKQ7FMSE4,you just need to make those point in the right direction,,,,"[{""type"": ""rich_text""}]",
2020-09-24 23:57:28,f4acd465-91a0-421c-a973-6cdaf9b2f5d9,CT43EC37H,1600991848.0024,1601074625.0081,T7GMC60JX,message,U014D0Q95K5,hey <!here> this is the preview for the newsletter we hope to release tomorrow:\n\n<http://5901754.hs-sites.com/august-2020-apache-superset-newsletter?hs_preview=yPQPuLre-35224003554>\n\nLet us know if you have any feedback or suggestions!,,17,"[""UM4AW481K"", ""UK6FK7KN3"", ""U014D0Q95K5"", ""UTQAXQT6H"", ""U01B51RM87J"", ""U018JJX2JSG""]","[{""type"": ""rich_text""}]",6
2020-08-28 11:42:03,28d959ff-04d4-4ec7-bcb9-7f231de376cb,C0170U650CQ,1598614923.0271,,T7GMC60JX,message,U014D0Q95K5,hey <@UM4AW481K> did you work on slack notifications for superset? do we have any documentation on this. Happy to work on that / coordinate that if not\u2026,,,,"[{""type"": ""rich_text""}]",
2020-09-25 08:46:35,2dcb9359-bcf7-4be8-8951-8ad0862882fc,CH307T4JG,1601023595.0042,,T7GMC60JX,message,UH0UPCJVD,"This doesn\u2019t sound familiar, are you sure it\u2019s caused by Superset and not some other application?",,,,"[{""type"": ""rich_text""}]",
2020-09-25 09:18:29,711f105d-5dbd-4158-bec3-0385f57cc49d,CH307T4JG,1601025509.0044,,T7GMC60JX,message,U017A55PE9E,There is no other application running on the VM where this was generated.,,,,"[{""type"": ""rich_text""}]",
2020-09-25 10:06:03,8b19885e-69b5-498b-a0e4-1bc8c4d2fd44,CH307T4JG,1601028363.0046,,T7GMC60JX,message,UH0UPCJVD,A quick google seems to indicate it\u2019s a YARN endpoint,,,,"[{""type"": ""rich_text""}]",
2020-10-22 03:52:22,acde855f-de6f-4027-8f98-0884c94ff860,C016B3LG5B4,1603338742.0307,,T7GMC60JX,message,U017A55PE9E,"Hey,\nIve been using Superset for a couple of months now and it's been great both from a tool and community support perspective.\n\nOn your error, it looks like one of the columns you are using to build the chart has an incompatible value. Try testing it with other columns.",,,,"[{""type"": ""rich_text""}]",
2020-09-22 12:49:56,ae7d8b74-0572-4eaa-b561-83a2aac46230,C0170U650CQ,1600778996.0243,1600874366.0077,T7GMC60JX,message,U01BHSS072M,"Hey there,\nI am currently trying to set up SuperSet with `docker-compose`. I am using the most recent version. I want to connect a MySQL-Database with this URL: `<mysql://user>:password@123.456.78.9:1234/dbname` but I get the error `ERROR: Connection failed, please check your connection settings` and the log shows:\n```DEBUG:superset.models.core:Database.get_sqla_engine(). Masked URL: <mysql+mysqldb://userm:XXXXXXXXXX@123.456.78.9:1234/dbname>\nsuperset_app             | WARNING:superset.views.core:Connection failed\nsuperset_app             | XXIPXX - - [22/Sep/2020 12:33:10] ""POST /superset/testconn HTTP/1.1"" 400 -\nsuperset_app             | INFO:werkzeug:XXIPXX - - [22/Sep/2020 12:33:10] ""POST /superset/testconn HTTP/1.1"" 400 -```\n The issue seems similar to <https://github.com/apache/incubator-superset/issues/10993|this one on GitHub> .\nThe MySQL-Database is local and I am able to connect to it via the terminal, so the credentials should be fine.\nDo you have an idea what is going wrong? Thank you in advance :slightly_smiling_face:",,6,"[""U0131V7SMEE"", ""U01BHSS072M""]","[{""type"": ""rich_text""}]",2
2020-09-22 14:24:30,170ace92-76b4-4f8f-87f6-366e07d63d06,C0170U650CQ,1600784670.0249,,T7GMC60JX,message,U0131V7SMEE,<@U01BHSS072M> How did you host your  `mysql` server on your local system? is it `mysql` docker image or installed directly on your systems?. In both case docker-compose environment different from locally running application.  If you want to use local `mysql` server you have to enable network_mode with `host`  in compose file. Otherwise better add you mysql image on docker-compose.,,,,"[{""type"": ""rich_text""}]",
2020-09-22 14:24:49,8baddce9-5ec7-4b2a-83a0-3fef25b9e66b,C0170U650CQ,1600784689.0251,,T7GMC60JX,message,U0131V7SMEE,For more details checkout here\n<https://stackoverflow.com/a/44544841/6345474>,,,,"[{""type"": ""rich_text""}]",
2020-09-22 15:22:52,a0b06d3e-51f2-4ff8-ab6f-48b568d3e146,C0170U650CQ,1600788172.0254,,T7GMC60JX,message,U01BHSS072M,"Thank you for your suggestions. I have both use cases (`mysql`hosted in a docker container and locally), because I am testing both scenearions.  I tested Metabase before and it runs inside a Docker container as well and I was able to connect to both databases with those credentials.\n\nI already use the gateway IP as the host adress and set ``bind-address`` to ``0.0.0.0`` .\n\nFor the docker image, i do not want to add to docker-compose, since in the real-world szenario I am currently mocking, the database container is in a different network. So I need to find a way to make it work without adding the `mysql`image to `docker-compose`of `SuperSet`.\n\nFor the local installation, where should I add `host`? To which service in `docker-compose.yml`?",,,,"[{""type"": ""rich_text""}]",
2020-09-22 16:26:32,dd0628bc-43f0-4d92-a37e-d94f393c9a5f,C0170U650CQ,1600791992.0256,,T7GMC60JX,message,U0131V7SMEE,"For real world scenario it works fine without msql image as You expected just adding meta database credential on env . Because it hosted on Cloud server.\n\nIf you want to try-out,  checkout service named in `superset-tests-worker` docker-compose which does similar work.",,,,"[{""type"": ""rich_text""}]",
2020-09-23 12:18:11,f0345929-59e2-42ca-9547-271dc13ea9ea,C0170U650CQ,1600863491.0057,,T7GMC60JX,message,U01BHSS072M,"But how can I add the two local databases (one within a docker container, one as a local installation) I currently want to test Superset with? I am confused because it worked with Metabase which also runs inside a docker container",,,,"[{""type"": ""rich_text""}]",
2020-10-22 05:28:58,e57af8ce-e2c3-4543-a457-b66d32099051,C016B3LG5B4,1603344538.0309,,T7GMC60JX,message,U01D7A7PRNG,"Thanks for your response Steve.\n\nI was trying to understand what are the treemap data assumptions.\n\nLooks like its assuming a table/resultset structure.\n\nMy resultset has really simple stuff going on.\nAll numeric columns:\nRecency, Count of people, no.of.rides\n\nI would've expected it to ask, what variable do you want to base colour on, what variable for size etc. In the absence of that, and no hint from the error, I'm still struggling to see what can be the ""incompatible"" value.",,,,"[{""type"": ""rich_text""}]",
2020-09-23 16:20:12,83cd9297-758e-4fad-8d16-98b0cec66174,C0195GT7S1Y,1600878012.0012,,T7GMC60JX,message,U017193F7JQ,"<@UFP6V5W4E> <@U017A55PE9E> i posted your requests on github, and communicated internally. I will get back to you guys soon",,,,"[{""type"": ""rich_text""}]",
